"Concurso";"Data_Sorteio";"Arrecadacao_Total";"Ganhadores_Sena";"Cidade";"UF";"Rateio_Sena";"Ganhadores_Quina";"Rateio_Quina";"Ganhadores_Quadra";"Rateio_Quadra";"Acumulado";"Valor_Acumulado";"Estimativa_Premio";"Acumulado_Mega_da_Virada"
1985;2017-11-07;24088571.5;0;NA;NA;0;36;38578.22;2503;792.65;TRUE;15622354.96;1.9e+07;65110497.11
1986;2017-11-09;32863243;0;NA;NA;0;41;46212.57;3164;855.47;TRUE;19112620.03;2.4e+07;65609106.42
1987;2017-11-11;39415096;0;NA;NA;0;59;38516.27;3920;828.15;TRUE;23298729.51;2.9e+07;66207122.08
1988;2017-11-16;44029100.5;0;NA;NA;0;87;29177.91;5711;634.98;TRUE;27974872.76;3.3e+07;66875142.54
1989;2017-11-18;45738399;0;NA;NA;0;47;56106.95;3280;1148.53;TRUE;45258494.61;5e+07;67569096.93
1990;2017-11-22;56129209.5;0;NA;NA;0;78;41488.51;5852;789.98;TRUE;51219738.92;6e+07;68420703.27
1991;2017-11-25;66874573.5;0;NA;NA;0;80;48195.29;6152;895.32;TRUE;58322202.57;6.5e+07;69435340.94
1992;2017-11-29;71423961;2;"CAMPOS BELOS,ARAGUARI";"GO,MG";32953918.65;142;28999.41;11405;51.58;FALSE;0;2500000;70519003.07
1993;2017-12-02;28484228.5;0;NA;NA;0;39;42108.85;3063;765.93;TRUE;3025188.6;6700000;70951172.88
1994;2017-12-06;31115808.5;0;NA;NA;0;51;35175.84;3686;695.28;TRUE;23288225.9;2.8e+07;71423269.68
1995;2017-12-09;44206799;0;NA;NA;0;66;38617.02;4840;752.27;TRUE;27983241.76;3.3e+07;72093986.24
1996;2017-12-13;48458620;0;NA;NA;0;144;19401.81;4933;809.08;TRUE;33129825.41;3.9e+07;72829212.49
1997;2017-12-16;54280324;0;NA;NA;0;86;36389.62;6280;711.89;TRUE;38894707.46;43500000;73652767.08
1998;2017-12-19;38499475;0;NA;NA;0;61;36388.03;4810;659.24;TRUE;42983572.73;4.8e+07;74236890.71
1999;2017-12-21;50491038.5;0;NA;NA;0;73;39877.23;4434;937.89;TRUE;139099571.93;2.8e+08;139099571.93
2000;2017-12-31;890947368.5;17;"CRUZ DAS ALMAS,PRADO,URUÇUCA,CARMO DO CAJURU,CONTAGEM,BELÉM,RIO AZUL,SÃO JOÃO DO TRIUNFO,RIO DE JANEIRO,RIO DE JANEIRO,BRUSQUE,GUARULHOS,GUARULHOS,SÃO PAULO,SÃO PAULO,SÃO PAULO,SÃO PAULO";"BA,BA,BA,MG,MG,PA,PR,PR,RJ,RJ,SC,SP,SP,SP,SP,SP,SP";18042279.04;4862;10565.03;173428;423.12;FALSE;0;2e+06;0
2001;2018-01-03;17710070;0;NA;NA;0;12;85088.83;1214;1201.53;TRUE;1880911.11;4500000;268701.61
2002;2018-01-06;28829944.5;0;NA;NA;0;24;69257.39;2214;1072.51;TRUE;4942816.72;8500000;706116.7
2003;2018-01-10;30509412.5;0;NA;NA;0;16;109937.9;1865;1347.38;TRUE;8183091.48;1.2e+07;1169013.11
2004;2018-01-13;38638484.5;3;"CURITIBA,JULIO DE CASTILHOS,SANTA RITA DO PASSA QUATRO";"PR,RS,SP";4095573.45;79;28198.54;6444;493.85;FALSE;0;1.2e+07;1755245.82
2005;2018-01-17;32721132.5;0;NA;NA;0;44;42875.5;4052;665.11;TRUE;11198253.5;1.5e+07;2251699
2006;2018-01-20;38569461;0;NA;NA;0;71;31319.78;5500;577.58;TRUE;15294551.69;2e+07;2836884.47
2007;2018-01-24;38825178;0;NA;NA;0;42;53296.38;3340;957.42;TRUE;19418008.5;2.4e+07;3425949.74
2008;2018-01-27;43671250;0;NA;NA;0;49;51384.62;4215;853.36;TRUE;24056145.97;3e+07;4088540.82
2009;2018-01-31;47352865;0;NA;NA;0;46;59350.17;3665;1064.16;TRUE;42512967.4;4.8e+07;4806990.28
2010;2018-02-03;61968606;0;NA;NA;0;106;33705.4;7436;686.38;TRUE;49094389.13;5.6e+07;5747193.41
2011;2018-02-06;43455856.5;0;NA;NA;0;119;21054.02;5949;601.64;TRUE;53709650.58;5.9e+07;6406516.49
2012;2018-02-08;60329097.5;0;NA;NA;0;107;32506.98;6828;727.72;TRUE;60116947.1;7e+07;7321844.58
2013;2018-02-10;69104360.5;0;NA;NA;0;159;25057.74;8465;672.37;TRUE;67456226.93;7.1e+07;8370313.14
2014;2018-02-14;52356503.5;0;NA;NA;0;46;65621.53;4140;1041.61;TRUE;92190618.41;1e+08;9164679.05
2015;2018-02-17;116332797;1;"CURITIBA";"PR";104545829.37;130;51593.19;12558;762.98;FALSE;0;3e+06;10929709.2
2016;2018-02-21;26614714;0;NA;NA;0;64;23975.93;4543;482.51;TRUE;2826635.42;6200000;11333514.27
2017;2018-02-24;34810982.5;0;NA;NA;0;123;16317.17;6125;46.81;TRUE;6523761.62;1.1e+07;11861675.17
2018;2018-02-28;37486974;0;NA;NA;0;83;26039.7;4661;662.42;TRUE;10505093.47;1.5e+07;12430436.87
2019;2018-03-03;45790930.5;0;NA;NA;0;54;48889.92;4043;932.84;TRUE;32794593.5;4e+07;13125188.27
2020;2018-03-07;53716386.5;0;NA;NA;0;46;67325.96;4530;976.66;TRUE;38499582.15;4.5e+07;13940186.66
2021;2018-03-10;61453154;0;NA;NA;0;101;35079.74;6982;724.93;TRUE;45026259.92;5.2e+07;14872569.21
2022;2018-03-14;64651783;0;NA;NA;0;79;47183.15;6343;83.95;TRUE;51892650.46;6e+07;15853482.16
2023;2018-03-17;73781900.5;2;"CURITIBA,RIO DE JANEIRO";"PR,RJ";29864355.95;217;19603.05;13622;446.11;FALSE;0;3e+06;16972919.52
2024;2018-03-21;25175416;0;NA;NA;0;45;32255.05;3221;643.75;TRUE;21284448.74;2.5e+07;17354887.21
2025;2018-03-24;43865881.5;0;NA;NA;0;53;47718.26;3730;968.62;TRUE;25943257.19;3e+07;18020431.29
2026;2018-03-28;45084077.5;0;NA;NA;0;105;24755.26;6365;583.39;TRUE;30731445.06;3.5e+07;18704458.15
2027;2018-03-31;43257056.5;0;NA;NA;0;76;32815.34;4916;724.73;TRUE;35325592.81;4e+07;19360764.99
2028;2018-04-04;53470886;4;"VIAMÃO,PIRACICABA,SÃO PAULO,SÃO PAULO";"RS,SP,SP,SP";10251126.97;261;11811.65;9867;446.34;FALSE;0;3e+06;20172038.59
2029;2018-04-07;29630352.5;0;NA;NA;0;78;21901.6;4398;55.49;TRUE;17520439.23;2.2e+07;20621597.69
2030;2018-04-11;43333094;1;"UNAÍ";"MG";22122662.6;63;39656.35;4017;888.49;FALSE;0;3e+06;21279058.18
2031;2018-04-14;30644306;0;NA;NA;0;48;36807.99;3252;776.13;TRUE;3254601.23;6e+06;21744001.22
2032;2018-04-17;19334920.5;0;NA;NA;0;27;41286.89;2075;767.46;TRUE;5308080.78;8500000;22037355.46
2033;2018-04-20;38053967;1;"BRASÍLIA";"DF";9349630.55;27;81258.67;3644;860.11;FALSE;0;3e+06;22614719.73
2034;2018-04-25;26153494.5;1;"SÃO PAULO";"SP";2777651.27;89;16942.34;5597;384.86;FALSE;0;1.5e+07;23011527.07
2035;2018-04-28;37614202.5;0;NA;NA;0;37;58611.61;2668;1161.18;TRUE;14510533.22;2e+07;23582219.13
2036;2018-05-02;34643273;0;NA;NA;0;91;21948.81;6675;427.46;TRUE;18189847.7;2.2e+07;24107835.5
2037;2018-05-05;48518022;0;NA;NA;0;48;58276.76;4609;867.02;TRUE;23342740.19;2.8e+07;24843963.02
2038;2018-05-08;32033897;0;NA;NA;0;28;65960.7;2768;953.18;TRUE;26744923.97;3e+07;25329989.28
2039;2018-05-10;45328972.5;0;NA;NA;0;91;28718.92;6415;581.98;TRUE;44786421.27;5e+07;26017731.74
2040;2018-05-12;61238142;0;NA;NA;0;67;52696.38;5680;887.99;TRUE;51290263.54;6e+07;26946852.08
2041;2018-05-16;71952860;1;"BRASÍLIA";"DF";58932070.38;120;34570.08;9310;636.55;FALSE;0;3e+06;28038538.79
2042;2018-05-19;28129048.5;0;NA;NA;0;47;34505.69;3018;767.66;TRUE;2987466.44;6500000;28465319.73
2043;2018-05-23;29191365;0;NA;NA;0;19;88579.73;2258;1064.79;TRUE;6087756.99;1e+07;28908218.39
2044;2018-05-26;33740301;0;NA;NA;0;49;39699.63;3612;769.37;TRUE;24641743.07;3e+07;29420134.65
2045;2018-05-30;41661851;1;"PRIMEIRO DE MAIO";"PR";29066470.84;70;34314.21;3921;875.13;FALSE;0;3e+06;30052238.63
2046;2018-06-02;23792139;0;NA;NA;0;80;17146.56;4630;423.24;TRUE;2526861.75;5500000;30413218.9
2047;2018-06-06;29094681;0;NA;NA;0;30;55914.69;2390;1002.65;TRUE;5616883.91;9500000;30854650.64
2048;2018-06-09;35709740.5;0;NA;NA;0;36;57189.69;3611;81.45;TRUE;9409463.36;1.4e+07;31396447.72
2049;2018-06-13;35572736.5;0;NA;NA;0;49;41855.71;4216;694.94;TRUE;24258030.47;3e+07;31936166.14
2050;2018-06-16;44647610;0;NA;NA;0;34;75709.93;3540;1038.79;TRUE;28999862.98;3.5e+07;32613570.8
2051;2018-06-20;44492028;0;NA;NA;0;46;55764.52;5251;697.87;TRUE;33725171.79;3.8e+07;33288614.92
2052;2018-06-23;45054674;4;"SALVADOR,MARANGUAPE,MARABÁ,CANOAS";"BA,CE,PA,RS";9627559.21;152;17089.52;4816;770.52;FALSE;0;2500000;33972195.67
2053;2018-06-27;19479435.5;0;NA;NA;0;17;66063.41;1582;1014.15;TRUE;2068827.88;4500000;34267742.53
2054;2018-06-30;28021805;0;NA;NA;0;80;20194.81;5237;44.07;TRUE;17174516.94;2.1e+07;34692896.33
