"Concurso";"Data_Sorteio";"Arrecadacao_Total";"Ganhadores_Sena";"Cidade";"UF";"Rateio_Sena";"Ganhadores_Quina";"Rateio_Quina";"Ganhadores_Quadra";"Rateio_Quadra";"Acumulado";"Valor_Acumulado";"Estimativa_Premio";"Acumulado_Mega_da_Virada"
276;2001-06-16;0;0;NA;NA;0;79;12486.98;5172;190.01;TRUE;3245516.79;0;0
277;2001-06-23;0;0;NA;NA;0;95;11578.72;5404;202.78;TRUE;4565490.29;0;0
278;2001-06-30;0;0;NA;NA;0;99;11868.09;6996;167.32;TRUE;5975419.1;0;0
279;2001-07-07;0;0;NA;NA;0;58;23664.88;6137;222.81;TRUE;7622494.24;0;0
280;2001-07-14;0;0;NA;NA;0;192;11199.47;14673;1.46;TRUE;19351758.16;0;0
281;2001-07-21;0;1;NA;"PR";22414093.5;188;13574.18;12864;197.63;FALSE;0;0;0
282;2001-07-28;0;1;NA;"RJ";958878.82;76;10514.03;6064;131.27;FALSE;0;0;0
283;2001-08-01;0;1;NA;"SP";367173.22;36;8499.38;2126;143.38;FALSE;0;0;0
284;2001-08-04;0;1;NA;"PR";901884.48;75;10020.94;5358;139.74;FALSE;0;0;0
285;2001-08-08;0;0;NA;NA;0;17;20875.96;1173;301.41;TRUE;425869.64;0;0
286;2001-08-11;0;0;NA;NA;0;59;13743.96;3739;216.06;TRUE;1398941.94;0;0
287;2001-08-15;0;1;NA;"TO";1931474.8;110;4034.34;5633;78.49;FALSE;0;0;0
288;2001-08-18;0;0;NA;NA;0;82;8749.64;4763;150.07;TRUE;860964.72;0;0
289;2001-08-22;0;0;NA;NA;0;29;13819.12;2197;181.72;TRUE;1341870.11;0;0
290;2001-08-25;0;0;NA;NA;0;56;20662.23;4869;236.75;TRUE;10159688.47;0;0
291;2001-08-29;0;0;NA;NA;0;71;11244.78;4870;163.32;TRUE;11117743.68;0;0
292;2001-09-01;0;0;NA;NA;0;116;11313.3;8670;15.08;TRUE;12692554.4;0;0
293;2001-09-05;0;0;NA;NA;0;167;5817.88;10185;95.03;TRUE;13858457.03;0;0
294;2001-09-08;0;2;NA;"PR,SP";7696680.33;130;9839.13;7434;171.41;FALSE;0;0;0
295;2001-09-12;0;0;NA;NA;0;36;10242.27;2055;178.75;TRUE;442466.08;0;0
296;2001-09-15;0;0;NA;NA;0;29;26582.95;2348;327.09;TRUE;1367552.68;0;0
297;2001-09-19;0;0;NA;NA;0;25;19353.56;1920;251.05;TRUE;1948159.43;0;0
298;2001-09-22;0;1;NA;"PR";2994572.21;50;17440.22;4372;198.71;FALSE;0;0;0
299;2001-09-26;0;0;NA;NA;0;33;10538.82;2049;169.09;TRUE;417337.23;0;0
300;2001-09-29;0;0;NA;NA;0;48;22820.73;4820;22.64;TRUE;8421199.74;0;0
301;2001-10-03;0;0;NA;NA;0;28;29571.34;2892;285.22;TRUE;9414796.91;0;0
302;2001-10-06;0;0;NA;NA;0;101;13505.06;6361;213.63;TRUE;11051609.38;0;0
303;2001-10-10;0;1;NA;"MS";12257748.27;215;4674.95;12861;77.86;FALSE;0;0;0
304;2001-10-13;0;0;NA;NA;0;58;11050.1;3274;195.02;TRUE;769087.04;0;0
305;2001-10-17;0;0;NA;NA;0;47;10013.62;3770;124.37;TRUE;1333855.18;0;0
306;2001-10-20;0;0;NA;NA;0;28;29736.18;2294;361.58;TRUE;2332990.8;0;0
307;2001-10-24;0;0;NA;NA;0;44;12632.8;3962;139.76;TRUE;3000002.7;0;0
308;2001-10-27;0;1;NA;"RS";4138172.99;62;15297.99;5173;182.67;FALSE;0;0;0
309;2001-10-31;0;1;NA;"RS";442899.06;3001;122.53;2997;122.69;FALSE;0;0;0
310;2001-11-03;0;0;NA;NA;0;81;10544.47;5093;167.07;TRUE;7512984.9;0;0
311;2001-11-07;0;0;NA;NA;0;31;25454.68;2871;273.81;TRUE;8459898.95;0;0
312;2001-11-10;0;0;NA;NA;0;76;15889.75;4985;241.33;TRUE;9909043.97;0;0
313;2001-11-14;0;0;NA;NA;0;61;15665.21;5547;171.62;TRUE;11055737.35;0;0
314;2001-11-17;0;0;NA;NA;0;93;12287.32;5542;205.42;TRUE;12427002.17;0;0
315;2001-11-21;0;1;NA;"PR";13675105.67;43;24188.06;4598;225.35;FALSE;0;0;0
316;2001-11-24;0;0;NA;NA;0;104;6446.33;4093;163.18;TRUE;804502.07;0;0
317;2001-11-28;0;0;NA;NA;0;23;18858.99;2088;206.96;TRUE;1325010.22;0;0
318;2001-12-01;0;1;NA;"SP";2227008.03;46;16340.54;3071;243.84;FALSE;0;0;0
319;2001-12-05;0;0;NA;NA;0;52;7242.06;3342;112.26;TRUE;451904.22;0;0
320;2001-12-08;0;0;NA;NA;0;77;15489;4916;241.69;TRUE;8460390.65;0;0
321;2001-12-12;0;0;NA;NA;0;55;16954.09;3729;249.11;TRUE;9579360.38;0;0
322;2001-12-15;0;0;NA;NA;0;87;15453.45;7835;170.95;TRUE;11192700.36;0;0
323;2001-12-19;0;0;NA;NA;0;56;19921.91;4244;261.89;TRUE;12531452.28;0;0
324;2001-12-22;0;0;NA;NA;0;211;7938.4;12192;136.87;TRUE;14541455.7;0;0
325;2001-12-29;0;2;NA;"AM,SP";8743877.8;256;9590.82;15646;156.33;FALSE;0;0;0
326;2002-01-05;0;0;NA;NA;0;27;32367.36;2674;325.58;TRUE;1048702.44;0;0
327;2002-01-09;0;0;NA;NA;0;16;30517.93;2112;230.33;TRUE;1634646.68;0;0
328;2002-01-12;0;1;NA;"SP";2721357.01;100;9055.92;7121;126.69;FALSE;0;0;0
329;2002-01-16;0;0;NA;NA;0;40;10380.3;2904;142.44;TRUE;9617027.24;0;0
330;2002-01-19;0;0;NA;NA;0;120;10924.51;7914;165.03;TRUE;11190156.01;0;0
331;2002-01-23;0;0;NA;NA;0;70;13872.44;6408;150.97;TRUE;12355441.42;0;0
332;2002-01-26;0;0;NA;NA;0;83;16762.69;6713;206.47;TRUE;14025004.81;0;0
333;2002-01-30;0;0;NA;NA;0;93;12692.31;6221;189.02;TRUE;15441466.12;0;0
334;2002-02-02;0;2;NA;"SP,SP";8729392.91;1200;1400.91;8839;189.47;FALSE;0;0;0
335;2002-02-06;0;0;NA;NA;0;24;17736.83;2134;198.73;TRUE;510820.7;0;0
336;2002-02-09;0;0;NA;NA;0;68;11058.6;4141;180.91;TRUE;1413202.7;0;0
337;2002-02-16;0;0;NA;NA;0;34;27110.52;3454;265.86;TRUE;2519311.97;0;0
338;2002-02-20;0;0;NA;NA;0;43;14031.02;3245;185.23;TRUE;3243312.5;0;0
339;2002-02-23;0;0;NA;NA;0;76;12374.85;6908;135.64;TRUE;12514336.94;0;0
340;2002-02-27;0;0;NA;NA;0;121;9877.84;6970;170.83;TRUE;13948598.35;0;0
341;2002-03-02;0;0;NA;NA;0;166;9623.14;11103;143.34;TRUE;15865526.88;0;0
342;2002-03-06;0;0;NA;NA;0;93;15067.81;5578;250.27;TRUE;17547094.93;0;0
343;2002-03-09;0;2;NA;"PR,RJ";9937283.03;246;7884.39;17023;113.51;FALSE;0;0;0
344;2002-03-13;0;0;NA;NA;0;46;9494.33;3487;124.78;TRUE;524086.97;0;0
345;2002-03-16;0;1;NA;"SP";1447870.53;27;28511.84;2170;353.42;FALSE;0;0;0
346;2002-03-20;0;0;NA;NA;0;20;19632.3;1589;246.17;TRUE;471175.04;0;0
347;2002-03-23;0;0;NA;NA;0;72;9988.89;4730;151.48;TRUE;1334215.32;0;0
348;2002-03-27;0;0;NA;NA;0;19;26763.06;1547;327.46;TRUE;1944413.01;0;0
349;2002-03-30;0;0;NA;NA;0;46;14053.06;3264;197.31;TRUE;10405636.15;0;0
350;2002-04-03;0;0;NA;NA;0;80;11801.82;5012;187.66;TRUE;11538610.2;0;0
351;2002-04-06;0;0;NA;NA;0;98;14478.34;5832;242.37;TRUE;13241262.56;0;0
352;2002-04-10;0;0;NA;NA;0;161;7848.74;8080;15.58;TRUE;14757638.49;0;0
353;2002-04-13;0;0;NA;NA;0;89;19537.11;6862;252.44;TRUE;16844201.81;0;0
354;2002-04-17;0;1;NA;"SP";18680098.1;93;16450.68;6184;246.46;FALSE;0;0;0
355;2002-04-20;0;0;NA;NA;0;50;14412.47;4711;152.39;TRUE;864747.94;0;0
356;2002-04-24;0;0;NA;NA;0;32;15777.72;2415;208.28;TRUE;1470612.4;0;0
357;2002-04-27;0;0;NA;NA;0;34;23899.52;3265;247.94;TRUE;2445712.66;0;0
358;2002-05-04;0;0;NA;NA;0;84;12903.06;5798;186.23;TRUE;3746340.86;0;0
359;2002-05-08;0;0;NA;NA;0;56;13050.25;3953;184.17;TRUE;13221837.92;0;0
360;2002-05-11;0;0;NA;NA;0;133;10645.79;8382;168.28;TRUE;14920906.83;0;0
361;2002-05-15;0;0;NA;NA;0;98;12456.14;5236;232.26;TRUE;16385748.75;0;0
362;2002-05-18;0;1;NA;"RJ";18399160.53;110;15253.12;8313;201.08;FALSE;0;0;0
363;2002-05-22;0;0;NA;NA;0;27;14921.89;2225;180.39;TRUE;483469.12;0;0
364;2002-05-25;0;1;NA;"SC";1307293.04;76;9033.16;3315;206.32;FALSE;0;0;0
365;2002-05-29;0;1;NA;"MG";462752.26;45;8569.49;2433;15.79;FALSE;0;0;0
366;2002-06-01;0;0;NA;NA;0;41;12721.16;3489;148.93;TRUE;625880.91;0;0
367;2002-06-05;0;1;NA;"BA";1150498.02;71;6157.48;3040;143.27;FALSE;0;0;0
368;2002-06-08;0;0;NA;NA;0;53;10725.28;3220;175.87;TRUE;682127.44;0;0
369;2002-06-12;0;1;NA;"CE";1221738.07;46;9775.55;4167;107.51;FALSE;0;0;0
370;2002-06-15;0;0;NA;NA;0;40;23283.3;3230;287.25;TRUE;7330667.64;0;0
371;2002-06-19;0;0;NA;NA;0;47;16675.12;3979;196.23;TRUE;8271144.7;0;0
372;2002-06-22;0;2;NA;"SP,SP";4792658.35;85;12884.04;6743;16.18;FALSE;0;0;0
373;2002-06-26;0;0;NA;NA;0;52;6480.14;3292;101.98;TRUE;404360.65;0;0
374;2002-06-29;0;0;NA;NA;0;80;8073.17;3326;193.45;TRUE;1179384.47;0;0
375;2002-07-03;0;0;NA;NA;0;33;14359.09;2359;200.11;TRUE;1748004.5;0;0
376;2002-07-06;0;0;NA;NA;0;110;7257;6956;114.33;TRUE;2705928.72;0;0
377;2002-07-10;0;0;NA;NA;0;87;6639.02;5468;105.23;TRUE;3399042.3;0;0
378;2002-07-13;0;0;NA;NA;0;36;25450.6;3115;293.02;TRUE;4498508.08;0;0
379;2002-07-17;0;0;NA;NA;0;32;23407.93;2830;263.68;TRUE;11243785.66;0;0
380;2002-07-20;0;0;NA;NA;0;206;6628.67;7186;189.31;TRUE;12882392.95;0;0
381;2002-07-24;0;0;NA;NA;0;85;14181.19;7295;164.62;TRUE;14328873.76;0;0
382;2002-07-27;0;0;NA;NA;0;68;23756.27;6291;255.82;TRUE;16267384.96;0;0
383;2002-07-31;0;0;NA;NA;0;73;23753.43;6573;262.81;TRUE;18348185.45;0;0
384;2002-08-03;0;0;NA;NA;0;151;18351.99;10644;259.37;TRUE;21673565.65;0;0
385;2002-08-07;0;2;NA;"DF,MG";12952192.89;759;4645.17;37449;9.38;FALSE;0;0;0
386;2002-08-10;0;0;NA;NA;0;70;11571.98;5236;154.12;TRUE;972045.86;0;0
387;2002-08-14;0;0;NA;NA;0;40;14937.65;2998;198.55;TRUE;1689053.37;0;0
388;2002-08-17;0;0;NA;NA;0;46;18826.46;4293;200.97;TRUE;2728273.75;0;0
389;2002-08-21;0;0;NA;NA;0;63;11305.19;4169;17.02;TRUE;15745310.46;0;0
390;2002-08-24;0;1;NA;"SC";17611429.97;171;9094.15;10722;144.49;FALSE;0;0;0
391;2002-08-28;0;0;NA;NA;0;44;10170.35;2740;16.27;TRUE;536994.3;0;0
392;2002-08-31;0;1;NA;"SP";1410917.29;68;10709.84;3591;202.03;FALSE;0;0;0
393;2002-09-04;0;0;NA;NA;0;31;13716.51;1949;217.35;TRUE;510254.22;0;0
394;2002-09-07;0;0;NA;NA;0;47;11817.8;4815;114.93;TRUE;1176778.31;0;0
395;2002-09-11;0;1;NA;"DF";1843709.96;27;20584.31;2328;237.84;FALSE;0;0;0
396;2002-09-14;0;0;NA;NA;0;63;10148.72;4201;151.63;TRUE;767243.59;0;0
397;2002-09-18;0;0;NA;NA;0;61;7992.42;4026;120.64;TRUE;1352288.49;0;0
398;2002-09-21;0;1;NA;"CE";2221289.77;63;11494.73;5106;141.29;FALSE;0;0;0
399;2002-09-25;0;0;NA;NA;0;20;19537;1730;225.01;TRUE;5676171.41;0;0
400;2002-09-28;0;0;NA;NA;0;75;13254.18;4875;203.14;TRUE;6869047.91;0;0
401;2002-10-02;0;0;NA;NA;0;33;25008.64;2853;288.18;TRUE;7859389.89;0;0
402;2002-10-05;0;0;NA;NA;0;146;7927.99;7787;148.08;TRUE;9248373.54;0;0
403;2002-10-09;0;0;NA;NA;0;48;19972.95;4099;233.01;TRUE;10398815.28;0;0
404;2002-10-12;0;0;NA;NA;0;66;16580.07;4364;24.98;TRUE;11711956.93;0;0
405;2002-10-16;0;0;NA;NA;0;67;16988.17;4579;247.63;TRUE;13077805.76;0;0
406;2002-10-19;0;0;NA;NA;0;78;19463.48;6557;230.66;TRUE;14899587.92;0;0
407;2002-10-23;0;0;NA;NA;0;90;16315.38;6383;229.18;TRUE;16661649.27;0;0
408;2002-10-26;0;1;NA;"RJ";18948827.67;269;7085.43;13970;135.92;FALSE;0;0;0
409;2002-10-30;0;0;NA;NA;0;23;18741.96;1958;219.32;TRUE;9710567.61;0;0
410;2002-11-02;0;0;NA;NA;0;101;10257.12;5799;177.97;TRUE;10953730.37;0;0
411;2002-11-06;0;0;NA;NA;0;91;11814.39;5115;20.94;TRUE;12243861.06;0;0
412;2002-11-09;0;0;NA;NA;0;89;16616.72;8542;172.49;TRUE;14018527.28;0;0
413;2002-11-13;0;0;NA;NA;0;102;13376.53;7746;175.49;TRUE;15655814.53;0;0
414;2002-11-16;0;1;NA;"MS";17428452.98;51;28964.68;5527;266.26;FALSE;0;0;0
415;2002-11-20;0;0;NA;NA;0;40;11027.47;2415;181.96;TRUE;529318.35;0;0
416;2002-11-23;0;0;NA;NA;0;44;16547.76;4032;17.99;TRUE;1403039.91;0;0
417;2002-11-27;0;0;NA;NA;0;78;7435.78;5218;110.73;TRUE;2099028.66;0;0
418;2002-11-30;0;2;NA;"ES,MG";1558712.24;82;10349.55;5133;164.72;FALSE;0;0;0
419;2002-12-04;0;0;NA;NA;0;30;14860.22;1594;278.62;TRUE;8115153.05;0;0
420;2002-12-07;0;0;NA;NA;0;83;13949.86;5614;205.47;TRUE;9504559.06;0;0
421;2002-12-11;0;0;NA;NA;0;47;21307.17;4716;211.55;TRUE;10706283.47;0;0
422;2002-12-14;0;0;NA;NA;0;80;16823.65;6516;205.77;TRUE;12321354.11;0;0
423;2002-12-18;0;0;NA;NA;0;66;17925.27;4178;28.21;TRUE;13741035.48;0;0
424;2002-12-21;0;0;NA;NA;0;91;17356.78;7389;212.95;TRUE;15636395.41;0;0
425;2002-12-28;0;1;NA;"DF";18979599.19;279;9985.67;17411;159.42;FALSE;0;0;0
426;2003-01-04;0;0;NA;NA;0;58;13241.94;3139;243.76;TRUE;921638.77;0;0
427;2003-01-08;0;0;NA;NA;0;48;11642.1;3563;156.25;TRUE;1592223.84;0;0
428;2003-01-11;0;0;NA;NA;0;48;16919;3734;216.67;TRUE;2566758.37;0;0
429;2003-01-15;0;0;NA;NA;0;44;14978.72;3300;198.96;TRUE;12839021.93;0;0
430;2003-01-18;0;1;NA;"PR";14410708.81;85;15408.7;6944;18.79;FALSE;0;0;0
431;2003-01-22;0;0;NA;NA;0;20;21069.89;1184;354.56;TRUE;505677.41;0;0
432;2003-01-25;0;0;NA;NA;0;54;12185.97;4278;153.24;TRUE;1295327.95;0;0
433;2003-01-29;0;0;NA;NA;0;31;16580.2;2332;219.58;TRUE;1912111.54;0;0
434;2003-02-01;0;0;NA;NA;0;84;9173.28;4870;157.63;TRUE;2836778;0;0
435;2003-02-05;0;0;NA;NA;0;55;11059.32;3243;186.85;TRUE;3566693.13;0;0
436;2003-02-08;0;0;NA;NA;0;47;19531.31;4696;194.74;TRUE;4668258.69;0;0
437;2003-02-12;0;0;NA;NA;0;33;22273.9;2829;258.84;TRUE;5550305.04;0;0
438;2003-02-15;0;0;NA;NA;0;65;16281.73;6276;167.99;TRUE;6820280.27;0;0
439;2003-02-19;0;0;NA;NA;0;65;13353.84;4407;196.22;TRUE;14150924.79;0;0
440;2003-02-22;0;0;NA;NA;0;139;10909.13;10120;149.28;TRUE;15970566.86;0;0
441;2003-02-26;0;0;NA;NA;0;121;11917.74;6941;206.98;TRUE;17701023.29;0;0
442;2003-03-01;0;1;NA;"SP";19946601.01;135;13861.59;9944;187.48;FALSE;0;0;0
443;2003-03-08;0;0;NA;NA;0;47;16322.42;3738;204.46;TRUE;920584.21;0;0
444;2003-03-12;0;0;NA;NA;0;43;13890.62;3332;178.58;TRUE;1637340.11;0;0
445;2003-03-15;0;0;NA;NA;0;31;28559.37;3101;284.42;TRUE;2699748.84;0;0
446;2003-03-19;0;2;NA;"RS,SP";1767117.91;65;10698.55;5039;137.48;FALSE;0;0;0
447;2003-03-22;0;0;NA;NA;0;55;12010.32;5613;117.25;TRUE;792681.47;0;0
448;2003-03-26;0;0;NA;NA;0;40;13356.99;2999;177.48;TRUE;1433817.03;0;0
449;2003-03-29;0;0;NA;NA;0;55;14643.05;3656;219.46;TRUE;10220372.33;0;0
450;2003-04-02;0;0;NA;NA;0;108;10575.6;6194;18.37;TRUE;11590970.46;0;0
451;2003-04-05;0;0;NA;NA;0;87;17131.8;7368;201.53;TRUE;13379529.89;0;0
452;2003-04-09;0;0;NA;NA;0;76;18847.21;6317;22.59;TRUE;15098395.42;0;0
453;2003-04-12;0;0;NA;NA;0;120;15932.45;7882;241.65;TRUE;17392667.68;0;0
454;2003-04-16;0;0;NA;NA;0;275;7515.39;16564;12.43;TRUE;19872744.64;0;0
455;2003-04-19;0;0;NA;NA;0;86;23171.64;7989;24.85;TRUE;22264057.74;0;0
456;2003-04-23;0;0;NA;NA;0;221;11142.66;16964;144.61;TRUE;25219091.2;0;0
457;2003-04-26;0;3;NA;"CE,CE,SP";10000441.74;480;8302.49;31340;126.68;FALSE;0;0;0
458;2003-04-30;0;0;NA;NA;0;82;7395.34;3921;154.08;TRUE;727701.47;0;0
459;2003-05-03;0;0;NA;NA;0;62;12146.48;4197;178.76;TRUE;15906301.09;0;0
460;2003-05-07;0;0;NA;NA;0;155;9688.96;9464;158.09;TRUE;17708446.64;0;0
461;2003-05-10;0;0;NA;NA;0;189;10317.48;8312;233.71;TRUE;20048450.45;0;0
462;2003-05-14;0;0;NA;NA;0;212;9023.34;14463;131.76;TRUE;22343987.57;0;0
463;2003-05-17;0;0;NA;NA;0;166;14740.96;15269;159.66;TRUE;25280386.38;0;0
464;2003-05-21;0;1;NA;"RS";28414544.43;241;10837.34;15457;168.33;FALSE;0;0;0
465;2003-05-24;0;0;NA;NA;0;19;40627.81;2175;353.57;TRUE;926313.93;0;0
466;2003-05-28;0;0;NA;NA;0;64;10353.72;3582;184.29;TRUE;1721479.17;0;0
467;2003-05-31;0;0;NA;NA;0;45;20730.13;3907;237.87;TRUE;2840905.83;0;0
468;2003-06-04;0;0;NA;NA;0;58;14292.56;4701;175.67;TRUE;3835668.21;0;0
469;2003-06-07;0;2;NA;"AL,RO";2596432.92;187;6048.12;8798;128.07;FALSE;0;0;0
470;2003-06-11;0;0;NA;NA;0;86;13384.59;6094;188.18;TRUE;13182029.14;0;0
471;2003-06-14;0;0;NA;NA;0;76;19668.02;5490;271.24;TRUE;14975752.83;0;0
472;2003-06-18;0;0;NA;NA;0;82;17224.58;6518;215.88;TRUE;16670651.02;0;0
473;2003-06-21;0;0;NA;NA;0;65;23285.11;6524;231.12;TRUE;18486889.08;0;0
474;2003-06-25;0;0;NA;NA;0;56;34156.59;6910;275.76;TRUE;20782211.64;0;0
475;2003-06-28;0;0;NA;NA;0;156;15008.18;13235;176.23;TRUE;23591742.2;0;0
476;2003-07-02;0;0;NA;NA;0;163;16837.81;11465;238.49;TRUE;26885217.69;0;0
477;2003-07-05;0;3;NA;"AM,RN,RS";10401481.92;279;12900.92;21958;16.33;FALSE;0;0;0
478;2003-07-09;0;0;NA;NA;0;92;7045.32;4876;132.43;TRUE;777803.22;0;0
479;2003-07-12;0;0;NA;NA;0;32;29012.34;2834;326.35;TRUE;16088932.65;0;0
480;2003-07-16;0;0;NA;NA;0;112;13831.54;8589;179.69;TRUE;17947892.21;0;0
481;2003-07-19;0;3;NA;"AC,MT,SP";6796888.03;359;5670.32;19465;104.19;FALSE;0;0;0
482;2003-07-23;0;0;NA;NA;0;41;14878.29;2929;207.48;TRUE;732011.95;0;0
483;2003-07-26;0;0;NA;NA;0;90;9761.25;6279;139.38;TRUE;1786227.43;0;0
484;2003-07-30;0;0;NA;NA;0;55;13655.17;4015;186.35;TRUE;2687468.43;0;0
485;2003-08-02;0;0;NA;NA;0;30;35888.42;3203;334.87;TRUE;3979451.73;0;0
486;2003-08-06;0;1;NA;"SP";5125800.12;55;17368.92;4325;220.05;FALSE;0;0;0
487;2003-08-09;0;2;NA;"SE,SE";467702.34;104;7495.23;5329;145.73;FALSE;0;0;0
488;2003-08-13;0;0;NA;NA;0;46;11864.07;2699;201.45;TRUE;654896.68;0;0
489;2003-08-16;0;0;NA;NA;0;67;12406.82;5107;162.16;TRUE;9662631.84;0;0
490;2003-08-20;0;1;NA;"RJ";11070173.5;148;7925.35;8438;138.49;FALSE;0;0;0
491;2003-08-23;0;1;NA;"RJ";849344.26;81;8738.11;4221;167.05;FALSE;0;0;0
492;2003-08-27;0;0;NA;NA;0;26;19041.52;2629;187.61;TRUE;594095.53;0;0
493;2003-08-30;0;0;NA;NA;0;79;9663.99;5294;143.67;TRUE;1510241.51;0;0
494;2003-09-03;0;0;NA;NA;0;32;21997.6;2766;253.53;TRUE;2354949.51;0;0
495;2003-09-06;0;0;NA;NA;0;48;20565.02;5313;185.09;TRUE;3539495.03;0;0
496;2003-09-10;0;0;NA;NA;0;31;27720.31;3495;244.94;TRUE;4570690.49;0;0
497;2003-09-13;0;0;NA;NA;0;72;15712.44;5439;207.21;TRUE;5928244.66;0;0
498;2003-09-17;0;0;NA;NA;0;58;17603;4592;22.15;TRUE;7153413.01;0;0
499;2003-09-20;0;1;NA;"PE";8698099.22;126;10216.18;8903;144.04;FALSE;0;0;0
500;2003-09-27;0;1;NA;"PR";9394248.83;73;23869.01;6818;25.46;FALSE;0;0;0
501;2003-10-01;0;0;NA;NA;0;43;11303.51;3037;159.45;TRUE;583261.35;0;0
502;2003-10-04;0;2;NA;"MS,SP";730915.33;268;2731.87;9549;76.39;FALSE;0;0;0
503;2003-10-08;0;0;NA;NA;0;40;11636.06;2934;158.04;TRUE;558530.93;0;0
504;2003-10-11;0;0;NA;NA;0;54;12855.55;4006;172.64;TRUE;1391570.39;0;0
505;2003-10-15;0;0;NA;NA;0;30;19736.18;2559;230.51;TRUE;2102072.8;0;0
506;2003-10-18;0;0;NA;NA;0;65;12720.38;4735;173.96;TRUE;3094262.01;0;0
507;2003-10-22;0;2;NA;"MG,SP";1963484.53;212;3273.22;6604;104.68;FALSE;0;0;0
508;2003-10-25;0;0;NA;NA;0;33;18038.77;3025;196.05;TRUE;714335.26;0;0
509;2003-10-29;0;0;NA;NA;0;39;13104.28;2852;178.52;TRUE;7199176.21;0;0
510;2003-11-01;0;2;NA;"MA,SP";4252983.06;70;15557.02;4392;247.01;FALSE;0;0;0
511;2003-11-05;0;0;NA;NA;0;50;8700.75;3155;137.37;TRUE;761315.61;0;0
512;2003-11-08;0;3;NA;"MS,RJ,RJ";653828.5;41;16727.11;2277;300.05;FALSE;0;0;0
513;2003-11-12;0;0;NA;NA;0;46;8485.71;2427;160.23;TRUE;683099.65;0;0
514;2003-11-15;0;0;NA;NA;0;20;24964.72;1209;411.42;TRUE;4941165.35;0;0
515;2003-11-19;0;0;NA;NA;0;33;20464.65;2636;255.23;TRUE;6122998.73;0;0
516;2003-11-22;0;0;NA;NA;0;164;5416.02;7718;114.65;TRUE;7677394.38;0;0
517;2003-11-26;0;0;NA;NA;0;36;22385.92;3262;246.13;TRUE;9087707.16;0;0
518;2003-11-29;0;0;NA;NA;0;182;6014.85;8653;126.04;TRUE;11003437.88;0;0
519;2003-12-03;0;0;NA;NA;0;111;9685.31;7018;152.61;TRUE;18558840.36;0;0
520;2003-12-06;0;0;NA;NA;0;166;10017.32;10884;15.22;TRUE;21468871.74;0;0
521;2003-12-10;0;0;NA;NA;0;166;10463.37;10610;163.09;TRUE;24508480.18;0;0
522;2003-12-13;0;0;NA;NA;0;118;19311.39;8280;274.17;TRUE;28496281.66;0;0
523;2003-12-17;0;0;NA;NA;0;123;27528.74;9692;348.05;TRUE;34421843.43;0;0
524;2003-12-20;0;1;NA;"SC";42794697.56;180;26580.49;17156;277.83;FALSE;0;0;0
525;2003-12-27;0;2;NA;"MG,SP";10208722.99;153;11600.82;9640;183.43;FALSE;0;0;0
526;2004-01-03;0;0;NA;NA;0;34;22681.04;2444;314.34;TRUE;1349521.77;0;0
527;2004-01-07;0;0;NA;NA;0;23;27463.44;2091;300.94;TRUE;2454925.13;0;0
528;2004-01-10;0;0;NA;NA;0;67;12554.6;4827;17.36;TRUE;3926952.17;0;0
529;2004-01-14;0;15;NA;"BA,CE,CE,PB,PB,PB,PE,PE,PE,PE,PE,PI,PI,RN,RN";348732.75;87;8565.12;4758;156.03;FALSE;0;0;0
530;2004-01-17;0;0;NA;NA;0;49;18501.75;3771;23.95;TRUE;7541604.05;0;0
531;2004-01-21;0;0;NA;NA;0;96;9079.1;5188;167.37;TRUE;9066892.84;0;0
532;2004-01-24;0;0;NA;NA;0;69;16628.16;5314;215.09;TRUE;11074743.03;0;0
533;2004-01-28;0;0;NA;NA;0;82;12747.27;5129;203.03;TRUE;12903975.95;0;0
534;2004-01-31;0;1;NA;"MT";15184658.12;107;12179.88;6559;197.95;FALSE;0;0;0
535;2004-02-04;0;1;NA;"DF";7834139.14;59;12025.02;4136;170.89;FALSE;0;0;0
536;2004-02-07;0;0;NA;NA;0;49;12551.38;3217;190.46;TRUE;1076280.35;0;0
537;2004-02-11;0;1;NA;"RS";2054340.05;128;4366.34;5345;104.17;FALSE;0;0;0
538;2004-02-14;0;0;NA;NA;0;36;16533.54;2657;223.17;TRUE;1041612.8;0;0
539;2004-02-18;0;0;NA;NA;0;21;25214.62;1908;276.47;TRUE;5728373.54;0;0
540;2004-02-21;0;0;NA;NA;0;84;10186.19;4535;187.97;TRUE;7225743.35;0;0
541;2004-02-28;0;1;NA;"MG";9144543.5;54;20304.76;4879;223.88;FALSE;0;0;0
542;2004-03-03;0;0;NA;NA;0;42;9683.43;2800;14.47;TRUE;711731.71;0;0
543;2004-03-06;0;1;NA;"PR";1836749.58;78;8241.89;2557;250.47;FALSE;0;0;0
544;2004-03-10;0;0;NA;NA;0;39;10062.1;2415;161.89;TRUE;4929350.89;0;0
545;2004-03-13;0;1;NA;"ES";6409645.53;102;8292.97;4315;195.29;FALSE;0;0;0
546;2004-03-17;0;0;NA;NA;0;32;12224.97;3003;129.78;TRUE;684598.29;0;0
547;2004-03-20;0;1;NA;"PB";1746857.35;42;14452.51;2599;232.67;FALSE;0;0;0
548;2004-03-24;0;0;NA;NA;0;9;41634.7;965;386.83;TRUE;655746.39;0;0
549;2004-03-27;0;0;NA;NA;0;34;17519.41;2772;214.07;TRUE;5216225;0;0
